County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Yuba,05/18/2020,23,1,1,0,0,0
Alameda,05/19/2020,2493,88,83,108,40,16
Alpine,05/19/2020,1,0,0,0,0,0
Amador,05/19/2020,9,0,0,0,0,0
Butte,05/19/2020,25,0,1,0,1,0
Calaveras,05/19/2020,13,0,0,0,0,0
Colusa,05/19/2020,3,0,0,1,0,1
Contra Costa,05/19/2020,1205,33,14,74,9,8
Del Norte,05/19/2020,8,0,0,0,0,0
El Dorado,05/19/2020,67,0,0,2,0,2
Fresno,05/19/2020,1288,17,64,43,17,7
Glenn,05/19/2020,12,0,0,0,0,0
Humboldt,05/19/2020,72,0,4,3,1,0
Imperial,05/19/2020,1012,18,74,4,19,0
Inyo,05/19/2020,20,1,0,0,0,0
Kern,05/19/2020,1601,26,42,11,20,1
Kings,05/19/2020,393,2,23,1,5,1
Lake,05/19/2020,11,0,0,1,0,1
Lassen,05/19/2020,0,0,0,1,0,0
Los Angeles,05/19/2020,39670,1913,1517,619,466,94
Madera,05/19/2020,80,2,0,1,0,0
Marin,05/19/2020,340,14,4,20,0,2
Mariposa,05/19/2020,15,1,0,3,0,0
Mendocino,05/19/2020,12,0,1,0,1,0
Merced,05/19/2020,222,6,7,1,4,0
Modoc,05/19/2020,0,0,0,1,0,0
Mono,05/19/2020,33,1,0,0,0,0
Monterey,05/19/2020,350,8,11,0,4,0
Napa,05/19/2020,93,3,1,0,1,1
Nevada,05/19/2020,41,1,0,0,0,0
Orange,05/19/2020,4746,88,269,97,116,19
Placer,05/19/2020,177,9,3,45,0,6
Plumas,05/19/2020,5,0,0,0,0,0
Riverside,05/19/2020,5963,274,189,103,69,31
Sacramento,05/19/2020,1239,57,11,90,4,12
San Benito,05/19/2020,59,2,1,0,1,0
San Bernardino,05/19/2020,3656,157,134,76,55,20
San Diego,05/19/2020,6028,242,319,68,142,13
San Francisco,05/19/2020,2186,36,48,26,18,2
San Joaquin,05/19/2020,705,33,7,26,2,10
San Luis Obispo,05/19/2020,245,1,2,1,1,1
San Mateo,05/19/2020,1704,75,41,30,10,5
Santa Barbara,05/19/2020,1521,11,23,5,11,2
Santa Clara,05/19/2020,2480,139,43,57,16,6
Santa Cruz,05/19/2020,161,3,1,0,0,0
Shasta,05/19/2020,34,4,0,0,0,0
Sierra,05/19/2020,0,0,0,0,0,0
Siskiyou,05/19/2020,6,0,0,0,0,0
Solano,05/19/2020,415,16,18,29,9,3
Sonoma,05/19/2020,389,4,4,24,2,2
Stanislaus,05/19/2020,582,26,17,31,3,2
Sutter,05/19/2020,38,2,0,0,0,0
Tehama,05/19/2020,2,1,0,0,0,0
Trinity,05/19/2020,1,0,0,0,0,0
Tulare,05/19/2020,1551,71,37,5,9,2
Tuolumne,05/19/2020,2,0,0,0,0,0
Unassigned,05/19/2020,6,0,0,0,0,0
Ventura,05/19/2020,861,28,33,27,12,7
Yolo,05/19/2020,183,22,0,0,0,0
Yuba,05/19/2020,23,1,1,0,0,0
Alameda,05/20/2020,2554,88,81,134,39,24
Alpine,05/20/2020,1,0,0,0,0,0
Amador,05/20/2020,9,0,0,0,0,0
Butte,05/20/2020,30,0,4,1,2,0
Calaveras,05/20/2020,13,0,0,0,0,0
Colusa,05/20/2020,3,0,0,0,0,0
Contra Costa,05/20/2020,1223,33,9,73,6,9
Del Norte,05/20/2020,9,0,0,0,0,0
El Dorado,05/20/2020,67,0,0,2,0,2
Fresno,05/20/2020,1329,20,56,41,14,4
Glenn,05/20/2020,12,0,0,0,0,0
Humboldt,05/20/2020,73,0,4,8,1,1
Imperial,05/20/2020,1047,18,80,3,22,0
Inyo,05/20/2020,20,1,0,0,0,0
Kern,05/20/2020,1639,27,48,8,21,2
Kings,05/20/2020,403,2,22,4,5,0
Lake,05/20/2020,9,0,0,2,0,0
Lassen,05/20/2020,0,0,0,1,0,0
Los Angeles,05/20/2020,40932,1970,1506,561,452,87
Madera,05/20/2020,82,2,0,4,0,0
Marin,05/20/2020,348,14,4,25,0,0
Mariposa,05/20/2020,15,1,0,2,0,0
Mendocino,05/20/2020,12,0,1,0,1,0
Merced,05/20/2020,225,6,8,1,4,0
Modoc,05/20/2020,0,0,0,1,0,0
Mono,05/20/2020,33,1,0,0,0,0
Monterey,05/20/2020,356,8,10,0,4,0
Napa,05/20/2020,93,3,1,0,1,1
Nevada,05/20/2020,41,1,0,0,0,0
Orange,05/20/2020,4866,98,275,113,120,10
Placer,05/20/2020,176,9,4,52,0,5
Plumas,05/20/2020,4,0,0,0,0,0
Riverside,05/20/2020,6090,283,183,107,67,28
Sacramento,05/20/2020,1244,57,11,92,3,14
San Benito,05/20/2020,61,2,1,0,1,0
San Bernardino,05/20/2020,3771,158,127,89,51,14
San Diego,05/20/2020,6142,262,335,69,140,10
San Francisco,05/20/2020,2199,37,47,32,20,7
San Joaquin,05/20/2020,713,33,9,29,3,6
San Luis Obispo,05/20/2020,249,1,2,6,1,2
San Mateo,05/20/2020,1739,75,37,37,11,6
Santa Barbara,05/20/2020,1524,11,23,4,11,1
Santa Clara,05/20/2020,2508,139,40,56,16,5
Santa Cruz,05/20/2020,163,3,3,0,0,0
Shasta,05/20/2020,34,4,0,0,0,0
Sierra,05/20/2020,0,0,0,0,0,0
Siskiyou,05/20/2020,6,0,0,0,0,0
Solano,05/20/2020,418,18,18,37,9,2
Sonoma,05/20/2020,411,4,2,34,2,2
Stanislaus,05/20/2020,584,26,18,30,3,5
Sutter,05/20/2020,38,2,0,0,0,0
Tehama,05/20/2020,2,1,0,0,0,0
Trinity,05/20/2020,1,0,0,0,0,0
Tulare,05/20/2020,1585,73,42,3,9,3
Tuolumne,05/20/2020,2,0,0,0,0,0
Unassigned,05/20/2020,3,0,0,0,0,0
Ventura,05/20/2020,879,28,36,26,12,9
Yolo,05/20/2020,184,22,0,0,0,0
Yuba,05/20/2020,23,1,1,0,0,0
Alameda,05/21/2020,2606,90,77,162,39,23
Alpine,05/21/2020,1,0,0,0,0,0
Amador,05/21/2020,9,0,0,0,0,0
Butte,05/21/2020,31,0,8,1,2,1
Calaveras,05/21/2020,13,0,0,1,0,1
Colusa,05/21/2020,4,0,0,0,0,0
Contra Costa,05/21/2020,1243,36,8,75,6,11
Del Norte,05/21/2020,9,0,0,0,0,0
El Dorado,05/21/2020,67,0,0,2,1,1
Fresno,05/21/2020,1362,22,61,57,16,4
Glenn,05/21/2020,12,0,0,0,0,0
Humboldt,05/21/2020,79,0,4,12,1,2
Imperial,05/21/2020,1096,21,75,3,22,0
Inyo,05/21/2020,20,1,0,0,0,0
Kern,05/21/2020,1684,28,44,10,20,0
Kings,05/21/2020,417,2,21,4,5,1
Lake,05/21/2020,10,0,0,0,0,0
Lassen,05/21/2020,0,0,0,1,0,0
Los Angeles,05/21/2020,42063,2016,1491,614,461,95
Madera,05/21/2020,82,2,0,0,0,0
Marin,05/21/2020,359,14,4,29,0,0
Mariposa,05/21/2020,15,1,0,0,0,0
Mendocino,05/21/2020,12,0,1,0,1,0
Merced,05/21/2020,226,6,6,0,4,0
Modoc,05/21/2020,0,0,0,1,0,0
Mono,05/21/2020,33,1,0,0,0,0
Monterey,05/21/2020,363,8,8,1,4,0
Napa,05/21/2020,96,3,1,0,1,1
Nevada,05/21/2020,41,1,0,0,0,0
Orange,05/21/2020,4975,112,262,102,119,11
Placer,05/21/2020,176,9,7,59,2,7
Plumas,05/21/2020,4,0,0,0,0,0
Riverside,05/21/2020,6245,289,194,91,64,18
Sacramento,05/21/2020,1258,57,7,100,4,14
San Benito,05/21/2020,61,2,1,0,1,0
San Bernardino,05/21/2020,3950,164,131,93,47,16
San Diego,05/21/2020,6317,262,325,53,139,6
San Francisco,05/21/2020,2248,37,43,37,16,11
San Joaquin,05/21/2020,730,33,8,23,5,8
San Luis Obispo,05/21/2020,251,1,2,5,1,2
San Mateo,05/21/2020,1791,75,37,33,10,4
Santa Barbara,05/21/2020,1541,11,24,6,9,1
Santa Clara,05/21/2020,2520,139,39,60,16,8
Santa Cruz,05/21/2020,164,3,4,1,1,0
Shasta,05/21/2020,34,4,0,0,0,0
Sierra,05/21/2020,0,0,0,0,0,0
Siskiyou,05/21/2020,6,0,0,0,0,0
Solano,05/21/2020,424,19,18,35,7,6
Sonoma,05/21/2020,427,4,4,31,3,5
Stanislaus,05/21/2020,602,28,22,30,3,5
Sutter,05/21/2020,38,2,0,0,0,0
Tehama,05/21/2020,2,1,0,0,0,0
Trinity,05/21/2020,1,0,0,0,0,0
Tulare,05/21/2020,1606,74,39,1,8,1
Tuolumne,05/21/2020,2,0,0,0,0,0
Unassigned,05/21/2020,2,0,0,0,0,0
Ventura,05/21/2020,907,29,30,19,12,3
Yolo,05/21/2020,185,22,0,3,0,1
Yuba,05/21/2020,24,1,1,0,0,0
Alameda,05/22/2020,2722,90,79,81,38,17
Alpine,05/22/2020,1,0,0,0,0,0
Amador,05/22/2020,9,0,0,1,0,0
Butte,05/22/2020,34,0,7,1,2,0
Calaveras,05/22/2020,13,0,0,0,0,0
Colusa,05/22/2020,4,0,0,0,0,0
Contra Costa,05/22/2020,1272,36,11,30,5,6
Del Norte,05/22/2020,9,0,0,0,0,0
El Dorado,05/22/2020,74,0,0,4,1,2
Fresno,05/22/2020,1399,22,64,30,20,6
Glenn,05/22/2020,12,0,0,0,0,0
Humboldt,05/22/2020,80,2,4,13,1,1
Imperial,05/22/2020,1214,21,75,2,23,0
Inyo,05/22/2020,20,1,0,0,0,0
Kern,05/22/2020,1749,30,45,8,20,0
Kings,05/22/2020,428,2,23,5,7,1
Lake,05/22/2020,10,0,0,2,0,0
Lassen,05/22/2020,0,0,0,1,0,0
Los Angeles,05/22/2020,43025,2049,1490,565,470,102
Madera,05/22/2020,82,2,1,0,0,0
Marin,05/22/2020,372,14,3,3,1,1
Mariposa,05/22/2020,15,1,0,0,0,0
Mendocino,05/22/2020,13,0,1,0,1,0
Merced,05/22/2020,233,6,6,1,4,0
Modoc,05/22/2020,0,0,0,1,0,0
Mono,05/22/2020,34,1,0,0,0,0
Monterey,05/22/2020,372,8,9,1,3,1
Napa,05/22/2020,97,3,1,7,1,0
Nevada,05/22/2020,41,1,0,0,0,0
Orange,05/22/2020,5144,118,269,89,127,18
Placer,05/22/2020,181,9,6,20,3,5
Plumas,05/22/2020,4,0,0,0,0,0
Riverside,05/22/2020,6351,298,195,115,64,16
Sacramento,05/22/2020,1262,57,10,13,2,2
San Benito,05/22/2020,64,2,1,0,0,0
San Bernardino,05/22/2020,4107,173,125,101,44,11
San Diego,05/22/2020,6436,271,331,50,145,10
San Francisco,05/22/2020,2251,40,43,29,18,11
San Joaquin,05/22/2020,747,33,9,26,5,6
San Luis Obispo,05/22/2020,254,1,2,1,1,1
San Mateo,05/22/2020,1847,76,40,12,14,0
Santa Barbara,05/22/2020,1554,12,20,4,7,2
Santa Clara,05/22/2020,2537,139,36,19,18,2
Santa Cruz,05/22/2020,171,3,4,1,1,0
Shasta,05/22/2020,34,4,0,1,0,0
Sierra,05/22/2020,0,0,0,0,0,0
Siskiyou,05/22/2020,6,0,0,2,0,1
Solano,05/22/2020,431,20,18,16,6,1
Sonoma,05/22/2020,444,4,5,16,3,2
Stanislaus,05/22/2020,616,28,23,11,3,2
Sutter,05/22/2020,38,2,0,0,0,0
Tehama,05/22/2020,2,1,0,0,0,0
Trinity,05/22/2020,1,0,0,0,0,0
Tulare,05/22/2020,1662,75,38,1,9,1
Tuolumne,05/22/2020,2,0,0,0,0,0
Unassigned,05/22/2020,3,0,0,0,0,0
Ventura,05/22/2020,937,30,29,35,12,5
Yolo,05/22/2020,187,22,0,0,0,0
Yuba,05/22/2020,24,1,1,0,0,0
Alameda,05/23/2020,2783,92,80,78,41,19
Alpine,05/23/2020,1,0,0,0,0,0
Amador,05/23/2020,9,0,0,0,0,0
Butte,05/23/2020,34,0,5,0,2,0
Calaveras,05/23/2020,13,0,0,0,0,0
Colusa,05/23/2020,4,0,0,0,0,0
Contra Costa,05/23/2020,1302,36,14,34,6,6
Del Norte,05/23/2020,10,0,0,0,0,0
El Dorado,05/23/2020,74,0,1,5,1,5
Fresno,05/23/2020,1447,22,66,37,21,6
Glenn,05/23/2020,12,0,0,0,0,0
Humboldt,05/23/2020,80,2,4,13,1,1
Imperial,05/23/2020,1283,23,75,2,23,0
Inyo,05/23/2020,20,1,0,0,0,0
Kern,05/23/2020,1806,31,48,10,22,2
Kings,05/23/2020,444,2,25,3,7,1
Lake,05/23/2020,10,0,0,1,0,1
Lassen,05/23/2020,0,0,0,0,0,0
Los Angeles,05/23/2020,44029,2090,1440,566,462,104
Madera,05/23/2020,83,2,0,0,0,0
Marin,05/23/2020,393,14,2,4,1,2
Mariposa,05/23/2020,15,1,0,0,0,0
Mendocino,05/23/2020,13,0,3,2,0,0
Merced,05/23/2020,247,6,7,4,5,1
Modoc,05/23/2020,0,0,0,1,0,0
Mono,05/23/2020,34,1,0,0,0,0
Monterey,05/23/2020,397,8,7,1,3,1
Napa,05/23/2020,101,3,1,1,1,0
Nevada,05/23/2020,41,1,0,0,0,1
Orange,05/23/2020,5313,130,278,94,122,13
Placer,05/23/2020,184,9,6,19,3,5
Plumas,05/23/2020,4,0,0,0,0,0
Riverside,05/23/2020,6460,299,193,95,59,20
Sacramento,05/23/2020,1275,57,12,12,3,0
San Benito,05/23/2020,67,2,1,0,0,0
San Bernardino,05/23/2020,4172,176,134,100,47,15
San Diego,05/23/2020,6561,275,304,82,138,14
San Francisco,05/23/2020,2312,40,45,28,18,9
San Joaquin,05/23/2020,759,33,10,21,5,8
San Luis Obispo,05/23/2020,256,1,2,0,1,0
San Mateo,05/23/2020,1862,76,39,11,16,0
Santa Barbara,05/23/2020,1566,12,21,3,8,1
Santa Clara,05/23/2020,2593,139,37,17,18,1
Santa Cruz,05/23/2020,177,3,4,1,1,0
Shasta,05/23/2020,35,4,0,1,0,0
Sierra,05/23/2020,1,0,0,0,0,0
Siskiyou,05/23/2020,6,0,0,2,0,1
Solano,05/23/2020,435,20,18,14,6,0
Sonoma,05/23/2020,462,4,5,17,3,2
Stanislaus,05/23/2020,625,28,23,15,6,2
Sutter,05/23/2020,38,2,0,0,0,0
Tehama,05/23/2020,2,1,0,0,0,0
Trinity,05/23/2020,1,0,0,0,0,0
Tulare,05/23/2020,1682,75,40,1,9,1
Tuolumne,05/23/2020,2,0,0,0,0,0
Unassigned,05/23/2020,2,0,0,0,0,0
Ventura,05/23/2020,961,30,29,25,11,1
Yolo,05/23/2020,188,22,0,0,1,1
Yuba,05/23/2020,24,1,1,0,0,0
Alameda,05/24/2020,2830,93,88,61,44,11
Alpine,05/24/2020,1,0,0,0,0,0
Amador,05/24/2020,9,0,0,0,0,0
Butte,05/24/2020,35,0,5,0,2,0
Calaveras,05/24/2020,13,0,0,1,0,0
Colusa,05/24/2020,4,0,0,0,0,0
Contra Costa,05/24/2020,1325,36,15,27,6,5
Del Norte,05/24/2020,16,0,0,0,0,0
El Dorado,05/24/2020,76,0,1,4,1,4
Fresno,05/24/2020,1455,22,66,40,19,4
Glenn,05/24/2020,12,0,0,0,0,0
Humboldt,05/24/2020,81,2,4,3,1,0
Imperial,05/24/2020,1369,23,77,4,23,0
Inyo,05/24/2020,20,1,0,0,0,0
Kern,05/24/2020,1861,31,53,4,23,1
Kings,05/24/2020,446,2,25,3,8,2
Lake,05/24/2020,12,0,0,4,0,2
Lassen,05/24/2020,0,0,0,0,0,0
Los Angeles,05/24/2020,44954,2104,1443,547,448,101
Madera,05/24/2020,83,2,0,1,0,1
Marin,05/24/2020,401,14,2,4,1,2
Mariposa,05/24/2020,15,1,0,0,0,0
Mendocino,05/24/2020,19,0,3,2,0,0
Merced,05/24/2020,258,6,7,5,5,0
Modoc,05/24/2020,0,0,0,1,0,0
Mono,05/24/2020,34,1,0,0,0,0
Monterey,05/24/2020,405,8,7,1,3,1
Napa,05/24/2020,104,3,1,0,1,0
Nevada,05/24/2020,41,1,0,0,0,2
Orange,05/24/2020,5439,131,286,102,117,14
Placer,05/24/2020,184,9,5,21,3,6
Plumas,05/24/2020,4,0,0,0,0,0
Riverside,05/24/2020,6571,304,188,80,60,18
Sacramento,05/24/2020,1283,57,9,17,2,4
San Benito,05/24/2020,67,2,1,0,0,0
San Bernardino,05/24/2020,4262,176,139,103,48,22
San Diego,05/24/2020,6703,275,310,60,139,11
San Francisco,05/24/2020,2318,40,47,41,20,10
San Joaquin,05/24/2020,760,33,11,25,6,5
San Luis Obispo,05/24/2020,257,1,2,1,1,0
San Mateo,05/24/2020,1925,76,39,13,16,0
Santa Barbara,05/24/2020,1573,12,21,6,8,0
Santa Clara,05/24/2020,2623,139,35,19,16,2
Santa Cruz,05/24/2020,185,3,4,1,1,0
Shasta,05/24/2020,36,4,0,0,0,0
Sierra,05/24/2020,1,0,0,0,0,0
Siskiyou,05/24/2020,6,0,0,2,0,1
Solano,05/24/2020,436,20,18,19,8,0
Sonoma,05/24/2020,485,4,6,16,3,3
Stanislaus,05/24/2020,634,28,22,15,6,1
Sutter,05/24/2020,38,2,0,0,0,0
Tehama,05/24/2020,2,1,0,0,0,0
Trinity,05/24/2020,1,0,0,0,0,0
Tulare,05/24/2020,1684,75,42,2,10,1
Tuolumne,05/24/2020,2,0,0,0,0,0
Unassigned,05/24/2020,2,0,0,0,0,0
Ventura,05/24/2020,982,30,32,36,13,5
Yolo,05/24/2020,192,22,0,0,0,0
Yuba,05/24/2020,24,1,1,0,0,0
Alameda,05/25/2020,2900,93,91,65,40,20
Alpine,05/25/2020,1,0,0,0,0,0
Amador,05/25/2020,10,0,0,0,0,0
Butte,05/25/2020,37,0,7,0,3,0
Calaveras,05/25/2020,13,0,0,1,0,0
Colusa,05/25/2020,4,0,0,0,0,0
Contra Costa,05/25/2020,1348,37,13,35,6,13
Del Norte,05/25/2020,20,0,0,1,0,0
El Dorado,05/25/2020,78,0,1,3,1,3
Fresno,05/25/2020,1496,22,66,38,19,1
Glenn,05/25/2020,12,0,0,0,0,0
Humboldt,05/25/2020,81,2,6,4,1,0
Imperial,05/25/2020,1369,23,69,6,23,0
Inyo,05/25/2020,20,1,0,0,0,0
Kern,05/25/2020,1890,31,51,8,25,1
Kings,05/25/2020,447,2,26,3,8,2
Lake,05/25/2020,13,0,0,1,0,0
Lassen,05/25/2020,0,0,0,0,0,0
Los Angeles,05/25/2020,45952,2116,1477,564,465,94
Madera,05/25/2020,83,2,1,1,0,0
Marin,05/25/2020,415,14,3,4,1,6
Mariposa,05/25/2020,15,1,0,1,0,0
Mendocino,05/25/2020,19,0,2,0,1,0
Merced,05/25/2020,262,6,6,4,4,1
Modoc,05/25/2020,1,0,0,1,0,0
Mono,05/25/2020,34,1,0,0,0,0
Monterey,05/25/2020,418,8,10,0,3,0
Napa,05/25/2020,107,3,1,0,1,0
Nevada,05/25/2020,41,1,0,0,0,1
Orange,05/25/2020,5601,131,300,94,119,19
Placer,05/25/2020,186,9,5,20,3,6
Plumas,05/25/2020,4,0,0,0,0,0
Riverside,05/25/2020,6900,309,193,88,63,15
Sacramento,05/25/2020,1290,57,9,17,2,29
San Benito,05/25/2020,70,2,1,0,0,0
San Bernardino,05/25/2020,4393,176,138,116,48,23
San Diego,05/25/2020,6799,275,317,68,139,21
San Francisco,05/25/2020,2358,40,40,41,21,11
San Joaquin,05/25/2020,760,33,12,24,6,4
San Luis Obispo,05/25/2020,260,1,2,0,1,0
San Mateo,05/25/2020,1938,76,44,13,15,5
Santa Barbara,05/25/2020,1590,12,19,8,8,0
Santa Clara,05/25/2020,2647,140,32,20,14,12
Santa Cruz,05/25/2020,191,3,4,3,1,0
Shasta,05/25/2020,36,4,0,0,0,0
Sierra,05/25/2020,1,0,0,0,0,0
Siskiyou,05/25/2020,6,0,0,2,0,1
Solano,05/25/2020,437,20,21,20,11,4
Sonoma,05/25/2020,496,4,5,22,3,6
Stanislaus,05/25/2020,651,28,18,11,6,4
Sutter,05/25/2020,38,2,0,0,0,0
Tehama,05/25/2020,2,1,0,0,0,0
Trinity,05/25/2020,1,0,0,0,0,0
Tulare,05/25/2020,1747,75,40,2,13,2
Tuolumne,05/25/2020,2,0,0,0,0,0
Unassigned,05/25/2020,2,0,0,0,0,0
Ventura,05/25/2020,1020,30,33,30,10,4
Yolo,05/25/2020,197,22,1,0,0,0
Yuba,05/25/2020,24,1,1,0,0,0
Alameda,05/26/2020,2956,97,93,76,37,20
Alpine,05/26/2020,1,0,0,0,0,0
Amador,05/26/2020,10,0,0,0,0,0
Butte,05/26/2020,37,0,5,0,3,0
Calaveras,05/26/2020,13,0,0,0,0,0
Colusa,05/26/2020,4,0,0,0,0,0
Contra Costa,05/26/2020,1352,37,13,36,6,14
Del Norte,05/26/2020,30,0,0,1,0,0
El Dorado,05/26/2020,79,0,0,2,0,2
Fresno,05/26/2020,1496,26,69,29,20,2
Glenn,05/26/2020,12,0,0,0,0,0
Humboldt,05/26/2020,81,2,5,5,1,1
Imperial,05/26/2020,1369,23,69,8,22,0
Inyo,05/26/2020,20,1,0,0,0,0
Kern,05/26/2020,1890,35,59,7,24,0
Kings,05/26/2020,449,2,24,3,8,2
Lake,05/26/2020,12,0,0,1,0,0
Lassen,05/26/2020,0,0,0,1,0,0
Los Angeles,05/26/2020,47760,2143,1477,610,464,103
Madera,05/26/2020,83,2,1,4,0,0
Marin,05/26/2020,424,14,2,3,1,5
Mariposa,05/26/2020,16,1,0,2,0,0
Mendocino,05/26/2020,20,0,3,1,1,0
Merced,05/26/2020,266,7,6,3,4,1
Modoc,05/26/2020,1,0,0,1,0,0
Mono,05/26/2020,34,1,0,0,0,0
Monterey,05/26/2020,424,8,11,1,3,1
Napa,05/26/2020,109,3,1,1,1,0
Nevada,05/26/2020,41,1,1,3,1,2
Orange,05/26/2020,5651,131,301,117,119,18
Placer,05/26/2020,188,9,6,21,3,5
Plumas,05/26/2020,4,0,0,0,0,0
Riverside,05/26/2020,6917,314,207,102,68,22
Sacramento,05/26/2020,1298,57,9,9,4,26
San Benito,05/26/2020,69,2,1,0,0,0
San Bernardino,05/26/2020,4430,176,154,125,57,19
San Diego,05/26/2020,6884,290,325,58,145,8
San Francisco,05/26/2020,2363,40,40,47,20,14
San Joaquin,05/26/2020,760,33,14,29,6,8
San Luis Obispo,05/26/2020,260,1,2,2,1,0
San Mateo,05/26/2020,1967,82,45,9,16,4
Santa Barbara,05/26/2020,1590,12,18,5,8,2
Santa Clara,05/26/2020,2659,140,33,20,14,12
Santa Cruz,05/26/2020,197,3,4,1,1,0
Shasta,05/26/2020,36,4,1,0,0,0
Sierra,05/26/2020,1,0,0,0,0,0
Siskiyou,05/26/2020,6,0,0,0,0,0
Solano,05/26/2020,470,20,19,16,9,2
Sonoma,05/26/2020,509,4,5,20,2,4
Stanislaus,05/26/2020,663,28,18,14,7,5
Sutter,05/26/2020,39,2,0,0,0,0
Tehama,05/26/2020,2,1,0,1,0,0
Trinity,05/26/2020,1,0,0,3,0,0
Tulare,05/26/2020,1768,79,37,4,8,4
Tuolumne,05/26/2020,2,0,0,1,0,1
Unassigned,05/26/2020,2,0,0,0,0,0
Ventura,05/26/2020,1033,30,34,28,11,5
Yolo,05/26/2020,198,22,1,0,0,0
Yuba,05/26/2020,24,1,1,0,0,0
Alameda,05/27/2020,3037,97,95,69,37,10
Alpine,05/27/2020,1,0,0,0,0,0
Amador,05/27/2020,10,0,0,0,0,0
Butte,05/27/2020,40,0,6,1,3,0
Calaveras,05/27/2020,15,0,0,0,0,0
Colusa,05/27/2020,5,0,0,0,0,0
Contra Costa,05/27/2020,1373,37,11,30,7,6
Del Norte,05/27/2020,34,0,0,0,0,0
El Dorado,05/27/2020,82,0,1,2,1,2
Fresno,05/27/2020,1620,30,71,44,19,4
Glenn,05/27/2020,14,0,0,0,0,0
Humboldt,05/27/2020,86,2,5,4,1,0
Imperial,05/27/2020,1369,24,67,17,14,0
Inyo,05/27/2020,20,1,0,0,0,0
Kern,05/27/2020,1999,36,63,5,28,0
Kings,05/27/2020,586,3,23,1,7,0
Lake,05/27/2020,13,0,0,0,0,0
Lassen,05/27/2020,0,0,0,1,0,0
Los Angeles,05/27/2020,48711,2195,1462,628,464,90
Madera,05/27/2020,91,2,2,2,0,0
Marin,05/27/2020,439,14,1,1,1,0
Mariposa,05/27/2020,16,1,0,2,0,0
Mendocino,05/27/2020,21,0,3,1,1,1
Merced,05/27/2020,278,7,6,2,4,0
Modoc,05/27/2020,0,0,0,0,0,0
Mono,05/27/2020,34,1,0,0,0,0
Monterey,05/27/2020,443,8,11,0,3,0
Napa,05/27/2020,112,3,1,1,1,0
Nevada,05/27/2020,41,1,1,3,1,2
Orange,05/27/2020,5849,136,307,111,125,19
Placer,05/27/2020,196,9,6,14,3,1
Plumas,05/27/2020,4,0,0,0,0,0
Riverside,05/27/2020,7156,320,199,114,66,21
Sacramento,05/27/2020,1318,57,8,21,6,3
San Benito,05/27/2020,74,2,1,0,0,0
San Bernardino,05/27/2020,4708,183,159,101,54,19
San Diego,05/27/2020,6985,297,329,79,144,12
San Francisco,05/27/2020,2394,40,40,42,18,9
San Joaquin,05/27/2020,825,34,14,23,7,4
San Luis Obispo,05/27/2020,266,1,2,4,2,1
San Mateo,05/27/2020,2045,82,33,8,16,3
Santa Barbara,05/27/2020,1629,12,22,5,9,2
Santa Clara,05/27/2020,2680,141,28,24,12,3
Santa Cruz,05/27/2020,202,3,3,0,1,0
Shasta,05/27/2020,36,4,0,0,0,0
Sierra,05/27/2020,1,0,0,0,0,0
Siskiyou,05/27/2020,6,0,0,3,0,1
Solano,05/27/2020,477,21,20,14,8,2
Sonoma,05/27/2020,521,4,9,22,3,2
Stanislaus,05/27/2020,675,28,17,8,6,3
Sutter,05/27/2020,40,2,0,0,0,0
Tehama,05/27/2020,3,1,0,0,0,0
Trinity,05/27/2020,1,0,0,2,0,0
Tulare,05/27/2020,1817,79,36,5,10,3
Tuolumne,05/27/2020,4,0,0,0,0,0
Unassigned,05/27/2020,2,0,0,0,0,0
Ventura,05/27/2020,1065,32,28,24,10,10
Yolo,05/27/2020,204,22,0,0,0,0
Yuba,05/27/2020,24,1,1,0,0,0
Alameda,05/28/2020,3083,102,96,57,44,13
Alpine,05/28/2020,1,0,0,0,0,0
Amador,05/28/2020,10,0,0,1,0,0
Butte,05/28/2020,40,0,5,1,3,0
Calaveras,05/28/2020,15,0,1,0,1,0
Colusa,05/28/2020,5,0,0,0,0,0
Contra Costa,05/28/2020,1392,37,13,38,7,7
Del Norte,05/28/2020,37,0,0,0,0,0
El Dorado,05/28/2020,82,0,1,5,1,5
Fresno,05/28/2020,1653,32,68,39,16,2
Glenn,05/28/2020,14,0,0,0,0,0
Humboldt,05/28/2020,97,3,5,4,1,0
Imperial,05/28/2020,1430,26,61,7,19,1
Inyo,05/28/2020,20,1,0,0,0,0
Kern,05/28/2020,2069,37,58,8,25,0
Kings,05/28/2020,626,3,25,0,7,0
Lake,05/28/2020,17,0,0,1,0,0
Lassen,05/28/2020,0,0,0,1,0,0
Los Angeles,05/28/2020,49861,2241,1415,639,458,112
Madera,05/28/2020,93,2,1,0,0,0
Marin,05/28/2020,443,14,3,7,1,0
Mariposa,05/28/2020,16,1,0,2,0,0
Mendocino,05/28/2020,24,0,3,0,1,0
Merced,05/28/2020,283,7,6,2,4,0
Modoc,05/28/2020,0,0,0,0,0,0
Mono,05/28/2020,34,1,0,0,0,0
Monterey,05/28/2020,471,8,11,0,3,0
Napa,05/28/2020,113,3,1,1,1,0
Nevada,05/28/2020,41,1,1,2,1,1
Orange,05/28/2020,6045,142,291,106,119,13
Placer,05/28/2020,196,9,5,18,3,3
